"sensor","minute_interval","ramp_per_second","ramp_per_minute","run"
"Temp1",0,0.00454545454545441,0.272727272727265,1
"Temp1",1,0.00463286713286699,0.27797202797202,1
"Temp1",2,0.00388986013985986,0.233391608391591,1
"Temp1",3,0.00489510489510495,0.293706293706297,1
"Temp1",4,0.0044580419580419,0.267482517482514,1
"Temp1",5,0.00463286713286707,0.277972027972024,1
"Temp1",6,0.00423951048951029,0.254370629370617,1
"Temp1",7,0.00393356643356621,0.236013986013972,1
"Temp1",8,0.00428321678321675,0.256993006993005,1
"Temp1",9,0.00393356643356639,0.236013986013983,1
"Temp1",10,0.00380244755244737,0.228146853146842,1
"Temp1",11,0.00397727272727263,0.238636363636358,1
"Temp1",12,0.00428321678321648,0.256993006992989,1
"Temp1",13,0.00476398601398595,0.285839160839157,1
"Temp1",14,0.00406468531468524,0.243881118881114,1
"Temp1",15,0.00393356643356633,0.23601398601398,1
"Temp1",16,0.00454545454545431,0.272727272727258,1
"Temp1",17,0.00463286713286709,0.277972027972026,1
"Temp1",18,0.0041083916083915,0.24650349650349,1
"Temp1",19,0.00467657342657322,0.280594405594393,1
"Temp1",20,0.00297202797202765,0.178321678321659,1
"Temp1",21,0.00358391608391601,0.215034965034961,1
"Temp1",22,0.00437062937062941,0.262237762237765,1
"Temp1",23,0.00476398601398564,0.285839160839138,1
"Temp1",24,0.00419580419580394,0.251748251748236,1
"Temp1",25,0.00375874125874125,0.225524475524475,1
"Temp1",26,0.003758741258741,0.22552447552446,1
"Temp1",27,0.00406468531468494,0.243881118881097,1
"Temp1",28,0.00275349650349623,0.165209790209774,1
"Temp1",29,0.00410839160839147,0.246503496503488,1
"Temp1",30,0.00423951048951061,0.254370629370636,1
"Temp1",31,0.00380244755244732,0.228146853146839,1
"Temp1",32,0.00275349650349632,0.165209790209779,1
"Temp1",33,0.0037150349650347,0.222902097902082,1
"Temp1",34,0.00432692307692278,0.259615384615367,1
"Temp1",35,0.00380244755244755,0.228146853146853,1
"Temp1",36,0.00384615384615372,0.230769230769223,1
"Temp1",37,0.00388986013986009,0.233391608391606,1
"Temp1",38,0.00332167832167799,0.199300699300679,1
"Temp1",39,0.00402097902097902,0.241258741258741,1
"Temp1",40,0.00323426573426553,0.194055944055932,1
"Temp1",41,0.00345279720279694,0.207167832167817,1
"Temp1",42,0.00384615384615371,0.230769230769222,1
"Temp1",43,0.00345279720279681,0.207167832167809,1
"Temp1",44,0.00244755244755222,0.146853146853133,1
